comp193_c0_seq1	ref|NC_001147|	100.00	514	0	0	1	514	116182	116695	0.0	  950
comp193_c1_seq1	ref|NC_001147|	100.00	370	0	0	1	370	116687	117056	0.0	  684
comp194_c0_seq1	ref|NC_001136|	99.85	652	1	0	1	652	255469	256120	0.0	 1199
comp194_c1_seq1	ref|NC_001136|	100.00	415	0	0	1	415	256106	256520	0.0	  767
comp198_c0_seq1	ref|NC_001139|	100.00	303	0	0	1	303	610349	610047	6e-160	  560
comp215_c0_seq1	ref|NC_001139|	100.00	1178	0	0	1	1178	793263	794440	0.0	 2176
comp231_c0_seq1	ref|NC_001145|	100.00	503	0	0	1	503	287266	287768	0.0	  929
comp417_c0_seq1	ref|NC_001139|	99.81	529	1	0	16	544	248916	249444	0.0	  972
comp421_c0_seq1	ref|NC_001224|	100.00	268	0	0	1	268	18219	18486	1e-140	  496
comp505_c0_seq1	ref|NC_001136|	96.75	154	4	1	1	154	619894	620046	2e-68	  255
comp505_c0_seq1	ref|NC_001142|	97.79	136	3	0	76	211	234012	233877	3e-62	  235
comp505_c0_seq1	ref|NC_001143|	95.24	105	2	3	60	163	491055	490953	1e-40	  163
comp505_c0_seq1	ref|NC_001144|	100.00	86	0	0	69	154	374435	374350	2e-39	  159
comp505_c0_seq1	ref|NC_001147|	97.78	90	2	0	62	151	340284	340373	2e-38	  156
comp505_c0_seq1	ref|NC_001137|	97.59	83	0	2	69	149	492342	492424	6e-34	  141
comp516_c0_seq1	ref|NC_001147|	100.00	946	0	0	1	946	673738	672793	0.0	 1748
comp516_c1_seq1	ref|NC_001147|	100.00	206	0	0	1	206	673725	673930	3e-106	  381
comp549_c0_seq1	ref|NC_001136|	100.00	321	0	0	1	321	413670	413350	6e-170	  593
comp603_c0_seq1	ref|NC_001137|	99.66	294	1	0	3	296	551993	551700	3e-153	  538
comp637_c0_seq1	ref|NC_001134|	99.70	335	1	0	1	335	628893	628559	5e-176	  614
comp661_c0_seq1	ref|NC_001224|	100.00	396	0	0	1	396	16621	17016	0.0	  732
comp865_c0_seq1	ref|NC_001143|	100.00	502	0	0	1	502	258058	258559	0.0	  928
comp1102_c0_seq1	ref|NC_001224|	100.00	208	0	0	1	208	36682	36889	2e-107	  385
comp1215_c0_seq1	ref|NC_001135|	99.77	438	0	1	1	437	206111	205674	0.0	  802
comp1263_c0_seq1	ref|NC_001145|	99.51	206	1	0	1	206	674927	675132	1e-104	  375
comp1264_c0_seq1	ref|NC_001139|	100.00	287	0	0	1	287	766770	766484	4e-151	  531
comp1353_c0_seq1	ref|NC_001139|	99.83	593	0	1	1	593	990746	990155	0.0	 1088
comp1545_c0_seq1	ref|NC_001145|	99.10	2108	16	1	1	2108	695343	693239	0.0	 3784
comp1546_c0_seq1	ref|NC_001139|	100.00	3997	0	0	1	3997	461493	465489	0.0	 7382
comp1547_c0_seq1	ref|NC_001136|	100.00	1822	0	0	1	1822	36648	38469	0.0	 3365
comp1548_c0_seq1	ref|NC_001139|	100.00	2640	0	0	1	2640	345797	343158	0.0	 4876
comp1550_c0_seq1	ref|NC_001144|	100.00	3026	0	0	1	3026	617356	620381	0.0	 5589
comp1551_c0_seq1	ref|NC_001136|	100.00	2093	0	0	1	2093	130647	132739	0.0	 3866
comp1552_c0_seq1	ref|NC_001139|	100.00	1849	0	0	1	1849	832262	830414	0.0	 3415
comp1553_c0_seq1	ref|NC_001145|	99.79	1948	2	1	1	1946	407679	405732	0.0	 3574
comp1554_c0_seq1	ref|NC_001139|	99.75	1202	3	0	1	1202	641898	640697	0.0	 2204
comp1555_c0_seq1	ref|NC_001147|	100.00	2516	0	0	1	2516	1000861	998346	0.0	 4647
comp1556_c0_seq1	ref|NC_001144|	100.00	430	0	0	1	430	1029275	1028846	0.0	  795
comp1557_c0_seq1	ref|NC_001144|	100.00	3443	0	0	1	3443	1032412	1035854	0.0	 6359
comp1558_c0_seq1	ref|NC_001137|	99.18	1592	13	0	1	1592	549639	551230	0.0	 2868
comp1559_c0_seq1	ref|NC_001147|	100.00	2711	0	0	4	2714	247094	249804	0.0	 5007
comp1560_c0_seq1	ref|NC_001140|	100.00	309	0	0	1	309	505533	505225	3e-163	  571
comp1561_c0_seq1	ref|NC_001142|	100.00	1004	0	0	6	1009	470984	471987	0.0	 1855
comp1562_c0_seq1	ref|NC_001140|	100.00	2049	0	0	1	2049	445715	447763	0.0	 3784
comp1563_c0_seq1	ref|NC_001145|	99.53	2980	10	2	1	2980	472678	469703	0.0	 5422
comp1564_c0_seq1	ref|NC_001144|	99.91	1148	1	0	1	1148	417022	418169	0.0	 2115
comp1565_c0_seq1	ref|NC_001134|	98.79	247	3	0	1	247	236016	235770	6e-124	  440
comp1566_c0_seq1	ref|NC_001142|	100.00	2975	0	0	4	2978	442701	445675	0.0	 5494
comp1567_c0_seq1	ref|NC_001141|	99.56	4111	17	1	1	4110	216544	212434	0.0	 7491
comp1568_c0_seq1	ref|NC_001146|	99.36	2489	16	0	1	2489	444653	447141	0.0	 4508
comp1569_c0_seq1	ref|NC_001139|	100.00	1749	0	0	1	1749	381414	383162	0.0	 3230
comp1570_c0_seq1	ref|NC_001146|	100.00	3090	0	0	1	3090	28427	31516	0.0	 5707
comp1571_c0_seq1	ref|NC_001136|	100.00	999	0	0	1	999	1092625	1093623	0.0	 1845
comp1572_c0_seq1	ref|NC_001138|	98.60	2788	37	1	1	2788	194541	191756	0.0	 4931
comp1573_c0_seq1	ref|NC_001137|	97.64	1903	27	6	1	1886	243679	241778	0.0	 3249
comp1574_c0_seq1	ref|NC_001145|	99.51	1836	9	0	3	1838	191931	190096	0.0	 3341
comp1575_c0_seq1	ref|NC_001139|	100.00	3177	0	0	1	3177	171199	174375	0.0	 5867
comp1576_c0_seq1	ref|NC_001142|	100.00	4492	0	0	1	4492	486412	490903	0.0	 8296
comp1577_c0_seq1	ref|NC_001146|	100.00	2792	0	0	1	2792	43299	40508	0.0	 5156
comp1578_c0_seq1	ref|NC_001145|	100.00	4454	0	0	1	4454	599311	594858	0.0	 8226
comp1579_c0_seq1	ref|NC_001148|	100.00	3211	0	0	19	3229	420741	423951	0.0	 5930
comp1580_c0_seq1	ref|NC_001147|	100.00	5139	0	0	1	5139	533965	528827	0.0	 9491
comp1581_c0_seq1	ref|NC_001147|	100.00	2936	0	0	1	2936	38659	35724	0.0	 5422
comp1582_c0_seq1	ref|NC_001144|	99.47	3951	21	0	19	3969	300401	296451	0.0	 7180
comp1583_c0_seq1	ref|NC_001137|	98.91	3035	22	3	1	3035	243669	246692	0.0	 5411
comp1584_c0_seq1	ref|NC_001136|	100.00	1990	0	0	1	1990	1330731	1328742	0.0	 3675
comp1585_c0_seq1	ref|NC_001137|	100.00	2281	0	0	113	2393	166771	164491	0.0	 4213
comp1585_c0_seq1	ref|NC_001137|	100.00	111	0	0	2	112	166985	166875	3e-52	  206
comp1586_c0_seq1	ref|NC_001139|	100.00	3472	0	0	12	3483	965741	962270	0.0	 6412
comp1587_c0_seq1	ref|NC_001144|	98.96	3651	35	2	8	3655	208572	204922	0.0	 6529
comp1588_c0_seq1	ref|NC_001147|	100.00	5159	0	0	10	5168	994891	989733	0.0	 9527
comp1589_c0_seq1	ref|NC_001148|	100.00	3489	0	0	1	3489	286579	283091	0.0	 6444
comp1590_c0_seq1	ref|NC_001142|	99.81	1564	3	0	1	1564	161729	160166	0.0	 2872
comp1592_c0_seq1	ref|NC_001137|	99.99	8748	1	0	1	8748	451501	460248	0.0	16150
comp1593_c0_seq1	ref|NC_001148|	100.00	6195	0	0	3	6197	633954	627760	0.0	11441
comp1594_c0_seq1	ref|NC_001140|	100.00	1053	0	0	8	1060	359595	360647	0.0	 1945
comp1594_c0_seq2	ref|NC_001140|	100.00	609	0	0	8	616	359595	360203	0.0	 1125
comp1595_c0_seq1	ref|NC_001147|	100.00	3757	0	0	21	3777	939579	943335	0.0	 6938
comp1596_c0_seq1	ref|NC_001137|	100.00	2803	0	0	1	2803	118586	121388	0.0	 5177
comp1597_c0_seq1	ref|NC_001135|	100.00	354	0	0	1	354	177883	178236	0.0	  654
comp1598_c0_seq1	ref|NC_001143|	100.00	2182	0	0	1	2182	432914	435095	0.0	 4030
comp1599_c0_seq1	ref|NC_001145|	99.59	1968	4	3	1	1965	867385	865419	0.0	 3587
comp1600_c0_seq1	ref|NC_001139|	99.94	1772	1	0	1	1772	666255	668026	0.0	 3267
comp1601_c0_seq1	ref|NC_001138|	100.00	1752	0	0	1	1752	248188	249939	0.0	 3236
comp1602_c0_seq1	ref|NC_001148|	100.00	2045	0	0	1	2045	244253	246297	0.0	 3777
comp1603_c0_seq1	ref|NC_001139|	100.00	1445	0	0	1	1445	853521	854965	0.0	 2669
comp1604_c0_seq1	ref|NC_001137|	100.00	2409	0	0	18	2426	500534	502942	0.0	 4449
comp1605_c0_seq1	ref|NC_001143|	99.91	2171	2	0	1	2171	286499	288669	0.0	 3999
comp1606_c0_seq1	ref|NC_001139|	99.60	1766	7	0	1	1766	255505	257270	0.0	 3223
comp1607_c0_seq1	ref|NC_001139|	100.00	2318	0	0	1	2318	446266	448583	0.0	 4281
comp1608_c0_seq1	ref|NC_001135|	98.72	3043	38	1	1	3043	224775	227816	0.0	 5402
comp1609_c0_seq1	ref|NC_001141|	98.30	999	13	1	1	999	259998	260992	0.0	 1748
comp1610_c0_seq1	ref|NC_001140|	100.00	1054	0	0	1	1054	440327	439274	0.0	 1947
comp1611_c0_seq1	ref|NC_001144|	100.00	3601	0	0	1	3601	77000	73400	0.0	 6650
comp1613_c0_seq1	ref|NC_001146|	100.00	395	0	0	1	395	525042	525436	0.0	  730
comp1614_c0_seq1	ref|NC_001147|	100.00	3227	0	0	1	3227	717066	720292	0.0	 5960
comp1615_c0_seq1	ref|NC_001137|	99.11	2244	16	3	1	2240	303476	305719	0.0	 4030
comp1616_c0_seq1	ref|NC_001145|	99.95	1843	1	0	1	1843	673330	671488	0.0	 3398
comp1616_c1_seq1	ref|NC_001145|	99.87	1551	2	0	1	1551	673308	674858	0.0	 2854
comp1617_c0_seq1	ref|NC_001140|	100.00	2800	0	0	1	2800	508821	506022	0.0	 5171
comp1618_c0_seq1	ref|NC_001141|	98.74	396	2	1	1	396	105760	105368	0.0	  701
comp1618_c1_seq1	ref|NC_001141|	99.30	2701	16	1	8	2705	105351	102651	0.0	 4879
comp1619_c0_seq1	ref|NC_001136|	100.00	1981	0	0	1	1981	376555	378535	0.0	 3659
comp1620_c0_seq1	ref|NC_001136|	100.00	2678	0	0	1	2678	363786	366463	0.0	 4946
comp1621_c0_seq1	ref|NC_001148|	100.00	1226	0	0	8	1233	563950	565175	0.0	 2265
comp1622_c0_seq1	ref|NC_001133|	99.93	1504	1	0	1	1504	130575	132078	0.0	 2772
comp1623_c0_seq1	ref|NC_001138|	99.75	816	2	0	1	816	246007	245192	0.0	 1496
comp1623_c1_seq1	ref|NC_001138|	100.00	2152	0	0	1	2152	246009	248160	0.0	 3975
comp1624_c0_seq1	ref|NC_001147|	100.00	2024	0	0	1	2024	1015149	1013126	0.0	 3738
comp1625_c0_seq1	ref|NC_001137|	99.56	5028	22	0	7	5034	399400	404427	0.0	 9164
comp1626_c0_seq1	ref|NC_001140|	100.00	457	0	0	54	510	187515	187059	0.0	  845
comp1626_c0_seq1	ref|NC_001140|	100.00	29	0	0	26	54	187705	187677	2e-07	54.7
comp1627_c0_seq1	ref|NC_001148|	100.00	8307	0	0	1456	9762	120120	128426	0.0	15341
comp1627_c0_seq1	ref|NC_001143|	100.00	1460	0	0	22	1481	526674	525215	0.0	 2697
comp1628_c0_seq1	ref|NC_001139|	100.00	2358	0	0	1	2358	979552	977195	0.0	 4355
comp1629_c0_seq1	ref|NC_001144|	98.82	3726	33	8	1	3718	228613	232335	0.0	 6626
comp1630_c0_seq1	ref|NC_001138|	99.79	2343	5	0	1	2343	167327	164985	0.0	 4300
comp1631_c0_seq1	ref|NC_001134|	99.67	2689	8	1	1	2689	697383	694696	0.0	 4915
comp1632_c0_seq1	ref|NC_001136|	100.00	648	0	0	1	648	871789	871142	0.0	 1197
comp1632_c0_seq2	ref|NC_001136|	99.12	678	6	0	1	678	871789	871112	0.0	 1219
comp1632_c0_seq2	ref|NC_001136|	99.48	381	2	0	606	986	871154	870774	0.0	  693
comp1633_c0_seq1	ref|NC_001143|	100.00	7072	0	0	1	7072	106999	99928	0.0	13060
comp1634_c0_seq1	ref|NC_001143|	99.66	2637	9	0	20	2656	592576	589940	0.0	 4820
comp1635_c0_seq1	ref|NC_001136|	100.00	4374	0	0	1	4374	241247	245620	0.0	 8078
comp1636_c0_seq1	ref|NC_001147|	99.98	5989	0	1	1	5989	906131	912118	0.0	11053
comp1637_c0_seq1	ref|NC_001139|	100.00	3084	0	0	1	3084	307298	310381	0.0	 5696
comp1637_c0_seq1	ref|NC_001136|	100.00	2744	0	0	3061	5804	352710	355453	0.0	 5068
comp1638_c0_seq1	ref|NC_001143|	99.92	7320	0	1	1	7314	39063	46382	0.0	13479
comp1639_c0_seq1	ref|NC_001139|	99.86	1449	2	0	1	1449	6053	4605	0.0	 2665
comp1640_c0_seq1	ref|NC_001145|	99.42	5209	17	2	1	5209	115390	110195	0.0	 9441
comp1641_c0_seq1	ref|NC_001141|	100.00	2375	0	0	1	2375	276341	273967	0.0	 4386
comp1642_c0_seq1	ref|NC_001141|	100.00	2759	0	0	1	2759	339243	336485	0.0	 5096
comp1643_c0_seq1	ref|NC_001146|	100.00	624	0	0	1	624	546759	546136	0.0	 1153
comp1644_c0_seq1	ref|NC_001148|	100.00	453	0	0	1	453	174095	173643	0.0	  837
comp1645_c0_seq1	ref|NC_001136|	100.00	1641	0	0	18	1658	1306004	1307644	0.0	 3031
comp1645_c0_seq2	ref|NC_001136|	100.00	1822	0	0	15	1836	1305823	1307644	0.0	 3365
comp1646_c0_seq1	ref|NC_001144|	99.07	1836	16	1	1	1836	27207	25373	0.0	 3295
comp1647_c0_seq1	ref|NC_001137|	100.00	599	0	0	5	603	61701	61103	0.0	 1107
comp1648_c0_seq1	ref|NC_001137|	99.17	3246	25	1	1	3244	351522	348277	0.0	 5843
comp1648_c0_seq1	ref|NC_001137|	99.16	357	3	0	3245	3601	348201	347845	0.0	  643
comp1649_c0_seq1	ref|NC_001147|	100.00	4249	0	0	1	4249	870102	874350	0.0	 7847
comp1650_c0_seq1	ref|NC_001148|	100.00	1918	0	0	1	1918	48914	46997	0.0	 3542
comp1651_c0_seq1	ref|NC_001144|	100.00	1402	0	0	1	1402	449852	451253	0.0	 2590
comp1652_c0_seq1	ref|NC_001136|	99.28	2357	14	2	20	2374	668711	671066	0.0	 4255
comp1653_c0_seq1	ref|NC_001139|	99.34	4678	26	4	1	4674	700023	695347	0.0	 8462
comp1654_c0_seq1	ref|NC_001144|	99.86	4301	5	1	4	4304	412619	416918	0.0	 7908
comp1655_c0_seq1	ref|NC_001136|	100.00	3676	0	0	1	3676	22643	26318	0.0	 6789
comp1656_c0_seq1	ref|NC_001138|	100.00	5616	0	0	1	5616	210873	216488	0.0	10371
comp1657_c0_seq1	ref|NC_001136|	99.14	1631	13	1	1	1631	806447	808076	0.0	 2933
comp1658_c0_seq1	ref|NC_001139|	99.13	1502	13	0	1	1502	140338	141839	0.0	 2702
comp1659_c0_seq1	ref|NC_001142|	100.00	6756	0	0	1	6756	460277	467032	0.0	12477
comp1660_c0_seq1	ref|NC_001147|	99.62	2865	11	0	1	2865	367063	364199	0.0	 5230
comp1661_c0_seq1	ref|NC_001147|	100.00	4586	0	0	1	4586	845858	841273	0.0	 8469
comp1662_c0_seq1	ref|NC_001136|	100.00	373	0	0	1	373	1336742	1337114	0.0	  689
comp1662_c1_seq1	ref|NC_001136|	100.00	2297	0	0	1	2297	1336764	1334468	0.0	 4242
comp1663_c0_seq1	ref|NC_001143|	99.27	4647	32	2	8	4652	571483	576129	0.0	 8392
comp1665_c0_seq1	ref|NC_001134|	99.92	1208	1	0	1	1208	492959	494166	0.0	 2226
comp1666_c0_seq1	ref|NC_001144|	100.00	1589	0	0	1	1589	1026698	1025110	0.0	 2935
comp1667_c0_seq1	ref|NC_001141|	100.00	4250	0	0	1	4250	46038	41789	0.0	 7849
comp1668_c0_seq1	ref|NC_001143|	99.97	3633	0	1	1	3633	213166	216797	0.0	 6702
comp1669_c0_seq1	ref|NC_001146|	99.93	3057	1	1	2007	5063	380778	383833	0.0	 5633
comp1669_c0_seq1	ref|NC_001146|	99.90	2010	1	1	1	2010	378681	380689	0.0	 3699
comp1670_c0_seq1	ref|NC_001134|	100.00	990	0	0	1	990	406040	407029	0.0	 1829
comp1670_c0_seq1	ref|NC_001134|	100.00	167	0	0	989	1155	407123	407289	9e-84	  309
comp1671_c0_seq1	ref|NC_001144|	100.00	3476	0	0	1	3476	528090	524615	0.0	 6420
comp1672_c0_seq1	ref|NC_001134|	98.48	3485	17	3	1	3477	132395	135851	0.0	 6109
comp1673_c0_seq1	ref|NC_001136|	99.28	1386	10	0	1	1386	273650	272265	0.0	 2505
comp1674_c0_seq1	ref|NC_001144|	100.00	724	0	0	1	724	411818	412541	0.0	 1338
comp1674_c1_seq1	ref|NC_001144|	100.00	262	0	0	1	262	411578	411839	3e-137	  484
comp1675_c0_seq1	ref|NC_001147|	100.00	2229	0	0	9	2237	141388	139160	0.0	 4117
comp1677_c0_seq1	ref|NC_001146|	99.85	1316	0	1	1	1316	635483	636796	0.0	 2418
comp1678_c0_seq1	ref|NC_001143|	100.00	2791	0	0	2535	5325	280957	278167	0.0	 5155
comp1678_c0_seq1	ref|NC_001143|	99.96	2562	1	0	1	2562	176715	179276	0.0	 4726
comp1679_c0_seq1	ref|NC_001142|	100.00	488	0	0	1	488	338304	337817	0.0	  902
comp1680_c0_seq1	ref|NC_001144|	99.60	1494	6	0	1	1494	253648	255141	0.0	 2726
comp1681_c0_seq1	ref|NC_001139|	100.00	2526	0	0	1	2526	1070167	1072692	0.0	 4665
comp1681_c0_seq1	ref|NC_001139|	97.14	35	0	1	2522	2556	1072718	1072685	8e-08	58.4
comp1681_c1_seq1	ref|NC_001139|	100.00	485	0	0	14	498	1072705	1073189	0.0	  896
comp1682_c0_seq1	ref|NC_001143|	99.80	1472	2	1	1	1472	286367	284897	0.0	 2700
comp1683_c0_seq1	ref|NC_001134|	100.00	991	0	0	1	991	426873	425883	0.0	 1831
comp1683_c0_seq2	ref|NC_001134|	100.00	634	0	0	55	688	426516	425883	0.0	 1171
comp1683_c0_seq2	ref|NC_001134|	100.00	39	0	0	16	54	426912	426874	8e-13	73.1
comp1684_c0_seq1	ref|NC_001143|	100.00	524	0	0	1	524	220782	220259	0.0	  968
comp1684_c1_seq1	ref|NC_001143|	99.96	2291	1	0	15	2305	223105	220815	0.0	 4226
comp1685_c0_seq1	ref|NC_001136|	100.00	3506	0	0	25	3530	971491	967986	0.0	 6475
comp1686_c0_seq1	ref|NC_001144|	99.69	1927	6	0	5	1931	875559	877485	0.0	 3526
comp1687_c0_seq1	ref|NC_001145|	99.82	2745	5	0	6	2750	101800	104544	0.0	 5042
comp1688_c0_seq1	ref|NC_001142|	99.21	635	5	0	2	636	136933	136299	0.0	 1146
comp1689_c0_seq1	ref|NC_001146|	99.47	380	2	0	1	380	739591	739212	0.0	  691
comp1689_c1_seq1	ref|NC_001146|	98.20	2835	51	0	1	2835	736381	739215	0.0	 4953
comp1690_c0_seq1	ref|NC_001143|	100.00	1481	0	0	1	1481	461376	462856	0.0	 2736
comp1691_c0_seq1	ref|NC_001140|	100.00	2089	0	0	1	2089	195198	197286	0.0	 3858
comp1692_c0_seq1	ref|NC_001141|	99.09	440	4	0	7	446	267871	268310	0.0	  791
comp1692_c1_seq1	ref|NC_001141|	99.59	6900	28	0	6	6905	267886	260987	0.0	12587
comp1693_c0_seq1	ref|NC_001144|	100.00	4799	0	0	1	4799	73194	68396	0.0	 8863
comp1694_c0_seq1	ref|NC_001138|	100.00	526	0	0	5	530	226132	226657	0.0	  972
comp1695_c0_seq1	ref|NC_001136|	99.90	1974	0	1	1	1974	907087	905116	0.0	 3633
comp1696_c0_seq1	ref|NC_001139|	100.00	2136	0	0	1	2136	306332	304197	0.0	 3945
comp1697_c0_seq1	ref|NC_001148|	100.00	1677	0	0	1	1677	697013	695337	0.0	 3097
comp1698_c0_seq1	ref|NC_001141|	99.77	2140	5	0	13	2152	312808	314947	0.0	 3925
comp1699_c0_seq1	ref|NC_001148|	100.00	4273	0	0	1	4273	241572	237300	0.0	 7891
comp1700_c0_seq1	ref|NC_001148|	100.00	2801	0	0	1	2801	230947	228147	0.0	 5173
comp1701_c0_seq1	ref|NC_001145|	99.93	3001	2	0	6	3006	851651	848651	0.0	 5531
comp1702_c0_seq1	ref|NC_001147|	100.00	2700	0	0	1	2700	101334	104033	0.0	 4987
comp1703_c0_seq1	ref|NC_001139|	99.71	1365	3	1	1	1365	827451	828814	0.0	 2497
comp1703_c0_seq1	ref|NC_001139|	96.26	107	1	3	1259	1363	405555	405450	2e-42	  172
comp1703_c0_seq1	ref|NC_001139|	95.56	90	3	1	1259	1347	736427	736338	1e-33	  143
comp1703_c0_seq1	ref|NC_001134|	99.52	210	1	0	1266	1475	405957	405748	7e-106	  383
comp1703_c0_seq1	ref|NC_001142|	99.01	101	1	0	1266	1366	374498	374598	3e-45	  182
comp1703_c0_seq1	ref|NC_001142|	96.88	96	2	1	1266	1360	355453	355358	1e-38	  159
comp1703_c0_seq1	ref|NC_001136|	98.89	90	1	0	1266	1355	568961	568872	4e-39	  161
comp1703_c0_seq1	ref|NC_001143|	97.78	90	1	1	1267	1356	162481	162569	6e-37	  154
comp1703_c0_seq1	ref|NC_001145|	95.74	94	3	1	1266	1359	131817	131909	8e-36	  150
comp1703_c0_seq1	ref|NC_001145|	95.60	91	2	2	1267	1356	747886	747975	4e-34	  145
comp1703_c0_seq1	ref|NC_001137|	95.74	94	3	1	1266	1359	138745	138653	8e-36	  150
comp1703_c0_seq2	ref|NC_001145|	99.76	5029	10	2	15	5042	742948	747975	0.0	 9219
comp1703_c0_seq2	ref|NC_001145|	92.31	104	5	3	4944	5045	131807	131909	1e-33	  145
comp1703_c0_seq2	ref|NC_001134|	99.51	206	1	0	4956	5161	405953	405748	4e-103	  375
comp1703_c0_seq2	ref|NC_001142|	98.97	97	1	0	4956	5052	374502	374598	2e-42	  174
comp1703_c0_seq2	ref|NC_001142|	96.74	92	2	1	4956	5046	355449	355358	7e-36	  152
comp1703_c0_seq2	ref|NC_001143|	98.89	90	1	0	4953	5042	162480	162569	1e-38	  161
comp1703_c0_seq2	ref|NC_001139|	95.96	99	3	1	4954	5051	828716	828814	4e-38	  159
comp1703_c0_seq2	ref|NC_001139|	95.96	99	1	3	4954	5049	405548	405450	2e-37	  158
comp1703_c0_seq2	ref|NC_001139|	98.77	81	0	1	4954	5033	736418	736338	5e-33	  143
comp1703_c0_seq2	ref|NC_001136|	98.84	86	1	0	4956	5041	568957	568872	2e-36	  154
comp1703_c0_seq2	ref|NC_001137|	96.74	92	2	1	4954	5045	138743	138653	7e-36	  152
comp1704_c0_seq1	ref|NC_001133|	100.00	1152	0	0	1	1152	114676	113525	0.0	 2128
comp1705_c0_seq1	ref|NC_001145|	100.00	2541	0	0	1	2541	646923	649463	0.0	 4693
comp1706_c0_seq1	ref|NC_001146|	100.00	3515	0	0	13	3527	581887	585401	0.0	 6492
comp1707_c0_seq1	ref|NC_001143|	99.40	2334	14	0	1	2334	36609	34276	0.0	 4233
comp1708_c0_seq1	ref|NC_001136|	100.00	7946	0	0	1	7946	238781	230836	0.0	14674
comp1709_c0_seq1	ref|NC_001136|	99.12	1586	7	2	1	1579	812793	814378	0.0	 2844
comp1709_c1_seq1	ref|NC_001136|	99.53	848	4	0	1	848	812813	811966	0.0	 1544
comp1710_c0_seq1	ref|NC_001145|	99.25	3853	23	1	1	3847	142109	145961	0.0	 6950
comp1711_c0_seq1	ref|NC_001138|	100.00	5318	0	0	114	5431	63859	58542	0.0	 9821
comp1711_c0_seq1	ref|NC_001138|	100.00	113	0	0	1	113	64086	63974	5e-53	  209
comp1711_c0_seq2	ref|NC_001138|	100.00	5432	0	0	1	5432	63973	58542	0.0	10032
